GeneID	source	PFAMpref	Desc	GDBpfam_start	GDBpfam_end	pVal
GL50803_12240	InterproscanData_RSRC	PF12796	Ank_2	348	432	6.5e-18
GL50803_15606	InterproscanData_RSRC	PF03645	Tctex-1	1	94	1.2e-22
GL50803_96055	InterproscanData_RSRC	PF03302	VSP	3	128	1.1e-20
GL50803_25506	InterproscanData_RSRC	PF11270	DUF3070	22	52	6.6e-14
GL50803_16660	InterproscanData_RSRC	PF12895	Apc3	584	642	7.4e-8
GL50803_16660	InterproscanData_RSRC	PF13414	TPR_11	518	579	1e-7
GL50803_16660	InterproscanData_RSRC	PF00515	TPR_1	179	207	5e-5
GL50803_16660	InterproscanData_RSRC	PF07719	TPR_2	657	686	0.043
GL50803_9922	InterproscanData_RSRC	PF00752	XPG_N	1	96	1.2e-4
GL50803_9922	InterproscanData_RSRC	PF00867	XPG_I	144	256	1e-15
GL50803_16659	InterproscanData_RSRC	PF01399	PCI	309	378	1.2e-5
GL50803_15078	InterproscanData_RSRC	PF07973	tRNA_SAD	181	220	2e-8
GL50803_9912	InterproscanData_RSRC	PF00773	RNB	323	708	1.4e-97
GL50803_9909	InterproscanData_RSRC	PF02896	PEP-utilizers_C	529	875	8.2e-94
GL50803_9909	InterproscanData_RSRC	PF01326	PPDK_N	26	372	5.6e-48
GL50803_9909	InterproscanData_RSRC	PF00391	PEP-utilizers	428	512	7.2e-19
GL50803_15077	InterproscanData_RSRC	PF04227	Indigoidine_A	39	332	2.3e-16
GL50803_15076	InterproscanData_RSRC	PF00191	Annexin	11	69	6.3e-5
GL50803_16658	InterproscanData_RSRC	PF05997	Nop52	12	265	3.6e-32
GL50803_9899	InterproscanData_RSRC	PF08662	eIF2A	349	483	1.4e-9
GL50803_9894	InterproscanData_RSRC	PF13499	EF_hand_5	638	753	2.5e-10
GL50803_5272	InterproscanData_RSRC	PF13679	Methyltransf_32	265	446	7e-10
GL50803_23756	InterproscanData_RSRC	PF02319	E2F_TDP	20	81	3.5e-10
GL50803_23756	InterproscanData_RSRC	PF02319	E2F_TDP	112	178	9.3e-10
GL50803_31309	InterproscanData_RSRC	PF00149	Metallophos	190	404	1.3e-26
GL50803_5812	InterproscanData_RSRC	PF03302	VSP	48	240	1.5e-12
GL50803_5812	InterproscanData_RSRC	PF03302	VSP	396	438	6.6e-19
GL50803_5811	InterproscanData_RSRC	PF09202	Rio2_N	19	99	1e-27
GL50803_5811	InterproscanData_RSRC	PF01163	RIO1	116	298	1.7e-38
GL50803_5810	InterproscanData_RSRC	PF01243	Pyridox_oxidase	6	86	5.3e-6
GL50803_16110	InterproscanData_RSRC	PF04179	Init_tRNA_PT	23	299	4.3e-51
GL50803_16111	InterproscanData_RSRC	PF00009	GTP_EFTU	142	348	1.7000000000000001e-35
GL50803_16111	InterproscanData_RSRC	PF03143	GTP_EFTU_D3	513	617	6e-6
GL50803_113357	InterproscanData_RSRC	PF03302	VSP	523	620	9.3e-23
GL50803_91198	InterproscanData_RSRC	PF01217	Clat_adaptor_s	1	139	2e-31
GL50803_32697	InterproscanData_RSRC	PF13489	Methyltransf_23	320	444	3e-19
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	24	38	0.066
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	40	58	1.4e-4
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	64	86	4.8e-5
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	87	106	6.7e-5
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	110	128	1.3e-5
GL50803_2622	InterproscanData_RSRC	PF02493	MORN	156	169	0.86
GL50803_14192	InterproscanData_RSRC	PF00583	Acetyltransf_1	138	216	2.2e-8
GL50803_16406	InterproscanData_RSRC	PF00226	DnaJ	19	81	2.9e-19
GL50803_16406	InterproscanData_RSRC	PF12756	zf-C2H2_2	454	484	0.017
GL50803_16406	InterproscanData_RSRC	PF12874	zf-met	374	398	2.7e-6
GL50803_6408	InterproscanData_RSRC	PF01423	LSM	16	77	1.4e-12
GL50803_6407	InterproscanData_RSRC	PF00856	SET	427	484	8.7e-5
GL50803_113365	InterproscanData_RSRC	PF03159	XRN_N	1	263	6.4e-50
GL50803_100959	InterproscanData_RSRC	PF10294	Methyltransf_16	56	141	2.2e-14
GL50803_6404	InterproscanData_RSRC	PF00225	Kinesin	40	325	4.9e-81
GL50803_16407	InterproscanData_RSRC	PF00023	Ank	284	304	2.3e-4
GL50803_16407	InterproscanData_RSRC	PF12796	Ank_2	103	182	4.5e-13
GL50803_16407	InterproscanData_RSRC	PF12796	Ank_2	195	280	6.3e-15
GL50803_91220	InterproscanData_RSRC	PF00069	Pkinase	16	275	3.3e-56
GL50803_91220	InterproscanData_RSRC	PF12796	Ank_2	299	376	7.6e-7
GL50803_91220	InterproscanData_RSRC	PF12796	Ank_2	439	521	5.1e-10
GL50803_91220	InterproscanData_RSRC	PF12796	Ank_2	723	803	1.4e-10
GL50803_91220	InterproscanData_RSRC	PF12796	Ank_2	910	994	5.4e-11
GL50803_91220	InterproscanData_RSRC	PF12796	Ank_2	1039	1123	1.8e-16
GL50803_91220	InterproscanData_RSRC	PF13637	Ank_4	818	864	5.7e-5
GL50803_100955	InterproscanData_RSRC	PF02301	HORMA	10	188	9.7e-35
GL50803_16411	InterproscanData_RSRC	PF00036	efhand	10	33	1.3e-7
GL50803_16411	InterproscanData_RSRC	PF13202	EF_hand_3	83	103	3.6e-5
GL50803_16412	InterproscanData_RSRC	PF00012	HSP70	4	609	7.7e-56
GL50803_2597	InterproscanData_RSRC	PF01423	LSM	27	74	5e-7
GL50803_137620	InterproscanData_RSRC	PF03302	VSP	384	680	3.6e-31
GL50803_113093	InterproscanData_RSRC	PF03302	VSP	346	651	9.2e-32
GL50803_114218	InterproscanData_RSRC	PF00091	Tubulin	23	238	1.4e-68
GL50803_114218	InterproscanData_RSRC	PF03953	Tubulin_C	325	431	1.9e-27
GL50803_16200	InterproscanData_RSRC	PF02824	TGS	296	372	5.9e-15
GL50803_16200	InterproscanData_RSRC	PF01926	MMR_HSR1	65	164	1.3e-19
GL50803_4191	InterproscanData_RSRC	PF00069	Pkinase	8	81	9.9e-5
GL50803_4191	InterproscanData_RSRC	PF00069	Pkinase	243	519	1.6e-35
GL50803_4192	InterproscanData_RSRC	PF00025	Arf	3	177	1.1e-59
GL50803_16202	InterproscanData_RSRC	PF00514	Arm	115	155	4e-6
GL50803_16202	InterproscanData_RSRC	PF00514	Arm	199	239	2.7e-7
GL50803_4197	InterproscanData_RSRC	PF02121	IP_trans	6	142	6.6e-27
GL50803_4197	InterproscanData_RSRC	PF02121	IP_trans	221	307	6.1e-10
GL50803_114209	InterproscanData_RSRC	PF06920	Ded_cyto	2809	2890	7.2e-9
GL50803_114209	InterproscanData_RSRC	PF14180	DOCK_C2	647	920	4.1e-32
GL50803_27266	InterproscanData_RSRC	PF00111	Fer2	17	97	1.8e-10
GL50803_103891	InterproscanData_RSRC	PF00118	Cpn60_TCP1	25	535	2.2e-101
GL50803_17036	InterproscanData_RSRC	PF00856	SET	307	375	7.6e-8
GL50803_103887	InterproscanData_RSRC	PF00636	Ribonuclease_3	333	414	3.3e-12
GL50803_103887	InterproscanData_RSRC	PF00636	Ribonuclease_3	646	734	6.9e-15
GL50803_103887	InterproscanData_RSRC	PF02170	PAZ	168	251	3.4e-9
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	87	109	0.0043
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	110	131	3.7e-5
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	133	148	1.7e-4
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	156	172	9.2
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	178	194	5.7
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	200	221	0.004
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	223	244	2
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	515	531	0.33
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	819	834	1.9
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1026	1041	1
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1050	1072	0.11
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1078	1099	0.0014
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1101	1118	0.43
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1181	1196	1.3
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1199	1218	0.23
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1562	1579	0.021
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1585	1607	4.9e-6
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1608	1630	0.0083
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1631	1653	5.2e-4
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1654	1676	1e-4
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1701	1723	0.069
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1724	1746	2.8e-6
GL50803_24712	InterproscanData_RSRC	PF02493	MORN	1747	1769	1.9e-4
GL50803_14748	InterproscanData_RSRC	PF05517	p25-alpha	82	143	2.2e-7
GL50803_221691	InterproscanData_RSRC	PF00856	SET	474	645	2.2e-15
GL50803_114201	InterproscanData_RSRC	PF06920	Ded_cyto	3124	3231	3.2e-9
GL50803_114201	InterproscanData_RSRC	PF14180	DOCK_C2	974	1304	9.4e-18
GL50803_8638	InterproscanData_RSRC	PF00179	UQ_con	18	146	3.8e-15
GL50803_114199	InterproscanData_RSRC	PF13637	Ank_4	191	249	1.8e-7
GL50803_17030	InterproscanData_RSRC	PF00226	DnaJ	53	127	2.1e-10
GL50803_17030	InterproscanData_RSRC	PF07743	HSCB_C	140	214	2.5e-12
GL50803_101919	InterproscanData_RSRC	PF04739	AMPKBI	142	218	1.1e-16
GL50803_1713	InterproscanData_RSRC	PF00023	Ank	152	174	1e-4
GL50803_1713	InterproscanData_RSRC	PF12796	Ank_2	54	143	3.9e-15
GL50803_11521	InterproscanData_RSRC	PF03302	VSP	308	491	1.1e-29
GL50803_11521	InterproscanData_RSRC	PF03302	VSP	487	628	1.9e-52
GL50803_118786	InterproscanData_RSRC	PF03302	VSP	14	56	1.1e-24
GL50803_19351	InterproscanData_RSRC	PF11270	DUF3070	9	40	1.1e-14
GL50803_13390	InterproscanData_RSRC	PF03302	VSP	21	195	1.2e-12
GL50803_13390	InterproscanData_RSRC	PF03302	VSP	316	721	0
GL50803_3565	InterproscanData_RSRC	PF01207	Dus	177	359	1.6e-29
GL50803_16464	InterproscanData_RSRC	PF13639	zf-RING_2	819	849	1.1e-7
GL50803_8182	InterproscanData_RSRC	PF00122	E1-E2_ATPase	161	446	5.4e-12
GL50803_8182	InterproscanData_RSRC	PF12710	HAD	484	972	4.4e-8
GL50803_8174	InterproscanData_RSRC	PF12796	Ank_2	13	88	6.6e-8
GL50803_8174	InterproscanData_RSRC	PF12796	Ank_2	609	694	4.7e-17
GL50803_8174	InterproscanData_RSRC	PF12796	Ank_2	701	768	2.4e-10
GL50803_8174	InterproscanData_RSRC	PF13637	Ank_4	98	146	3.5e-5
GL50803_8173	InterproscanData_RSRC	PF00370	FGGY_N	6	256	9.9e-61
GL50803_8173	InterproscanData_RSRC	PF02782	FGGY_C	266	495	1.1e-35
GL50803_8172	InterproscanData_RSRC	PF03028	Dynein_heavy	1	377	4.9e-127
GL50803_16463	InterproscanData_RSRC	PF04034	DUF367	158	285	3.6e-40
GL50803_16463	InterproscanData_RSRC	PF04068	RLI	122	142	1.2e-4
GL50803_24194	InterproscanData_RSRC	PF12796	Ank_2	30	93	2.3e-6
GL50803_24194	InterproscanData_RSRC	PF12796	Ank_2	564	651	1.6e-14
GL50803_24194	InterproscanData_RSRC	PF12796	Ank_2	658	749	4.3e-15
GL50803_24194	InterproscanData_RSRC	PF13637	Ank_4	102	151	3.1e-9
GL50803_3470	InterproscanData_RSRC	PF00005	ABC_tran	801	922	4.5e-17
GL50803_3470	InterproscanData_RSRC	PF12698	ABC2_membrane_3	285	594	3.9e-16
GL50803_33807	InterproscanData_RSRC	PF12796	Ank_2	122	204	2.2e-10
GL50803_33807	InterproscanData_RSRC	PF13920	zf-C3HC4_3	592	630	4.1e-11
GL50803_90950	InterproscanData_RSRC	PF00271	Helicase_C	318	393	9.4e-24
GL50803_90950	InterproscanData_RSRC	PF00270	DEAD	58	244	5.2e-40
GL50803_13864	InterproscanData_RSRC	PF00183	HSP90	1	305	2.5e-121
GL50803_33809	InterproscanData_RSRC	PF06102	DUF947	80	236	1.9e-16
GL50803_5213	InterproscanData_RSRC	PF01207	Dus	21	307	3.4e-40
GL50803_16575	InterproscanData_RSRC	PF00005	ABC_tran	796	917	3e-17
GL50803_16575	InterproscanData_RSRC	PF12698	ABC2_membrane_3	236	586	2e-12
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	11	36	11
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	43	65	0.033
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	74	102	0.022
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	108	133	0.0074
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	142	168	0.0043
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	177	200	0.26
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	208	235	0.0051
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	241	267	7.1e-4
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	275	302	1.2e-4
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	310	339	0.0029
GL50803_103164	InterproscanData_RSRC	PF07004	SHIPPO-rpt	345	400	1.9
GL50803_104685	InterproscanData_RSRC	PF13499	EF_hand_5	36	96	7.3e-12
GL50803_104685	InterproscanData_RSRC	PF13499	EF_hand_5	109	168	2e-10
GL50803_15054	InterproscanData_RSRC	PF00400	WD40	1385	1417	1.5e-4
GL50803_15054	InterproscanData_RSRC	PF13415	Kelch_3	92	140	3.1e-8
GL50803_15054	InterproscanData_RSRC	PF13418	Kelch_4	235	282	2.3e-6
GL50803_15054	InterproscanData_RSRC	PF13964	Kelch_6	25	78	2.4e-6
GL50803_9810	InterproscanData_RSRC	PF00935	Ribosomal_L44	17	92	1.8e-29
GL50803_9808	InterproscanData_RSRC	PF00684	DnaJ_CXXCXGXG	132	199	6.4e-14
GL50803_9808	InterproscanData_RSRC	PF00226	DnaJ	6	65	1.6e-24
GL50803_9808	InterproscanData_RSRC	PF01556	DnaJ_C	256	337	8.7e-17
GL50803_9803	InterproscanData_RSRC	PF05383	La	11	56	7.5e-10
GL50803_9803	InterproscanData_RSRC	PF08777	RRM_3	257	345	2.2e-15
GL50803_9803	InterproscanData_RSRC	PF14259	RRM_6	97	160	1.8e-4
GL50803_9802	InterproscanData_RSRC	PF00023	Ank	100	121	0.0036
GL50803_9802	InterproscanData_RSRC	PF12796	Ank_2	11	95	4e-9
GL50803_28962	InterproscanData_RSRC	PF02480	Herpes_gE	141	222	1.8e-6
GL50803_15049	InterproscanData_RSRC	PF00069	Pkinase	10	275	1.1e-61
GL50803_15049	InterproscanData_RSRC	PF12796	Ank_2	369	440	7.9e-7
GL50803_15049	InterproscanData_RSRC	PF12796	Ank_2	588	668	1.3e-15
GL50803_15048	InterproscanData_RSRC	PF00271	Helicase_C	490	564	1.2e-27
GL50803_15048	InterproscanData_RSRC	PF00270	DEAD	152	359	4.7e-39
GL50803_16572	InterproscanData_RSRC	PF00583	Acetyltransf_1	52	130	1.1e-10
GL50803_112207	InterproscanData_RSRC	PF03302	VSP	76	205	2e-22
GL50803_114162	InterproscanData_RSRC	PF03302	VSP	306	543	3.5e-66
GL50803_114162	InterproscanData_RSRC	PF03302	VSP	539	674	2.2e-53
GL50803_17368	InterproscanData_RSRC	PF00069	Pkinase	4	259	1.4e-66
GL50803_17365	InterproscanData_RSRC	PF01569	PAP2	123	280	1.7e-19
GL50803_17366	InterproscanData_RSRC	PF03853	YjeF_N	30	228	1.3e-39
GL50803_17364	InterproscanData_RSRC	PF01283	Ribosomal_S26e	1	108	2.7e-47
GL50803_13876	InterproscanData_RSRC	PF00400	WD40	11	44	7.2e-6
GL50803_13876	InterproscanData_RSRC	PF00400	WD40	96	131	0.003
GL50803_13876	InterproscanData_RSRC	PF00400	WD40	135	180	0.012
GL50803_13875	InterproscanData_RSRC	PF06602	Myotub-related	475	592	8.7e-28
GL50803_13875	InterproscanData_RSRC	PF13849	Y_phosphatase_m	695	747	2.5e-29
GL50803_13874	InterproscanData_RSRC	PF08613	Cyclin	37	139	3.8e-9
GL50803_5249	InterproscanData_RSRC	PF00560	LRR_1	85	104	0.042
GL50803_5249	InterproscanData_RSRC	PF00560	LRR_1	108	125	0.8
GL50803_5249	InterproscanData_RSRC	PF13516	LRR_6	139	157	1.4
GL50803_5248	InterproscanData_RSRC	PF00249	Myb_DNA-binding	17	65	1.8e-6
GL50803_5248	InterproscanData_RSRC	PF13921	Myb_DNA-bind_6	81	129	1.9e-5
GL50803_7593	InterproscanData_RSRC	PF07065	D123	12	274	1.1e-49
GL50803_7598	InterproscanData_RSRC	PF08718	GLTP	42	167	1.7e-20
GL50803_14493	InterproscanData_RSRC	PF12850	Metallophos_2	9	261	1e-8
GL50803_33787	InterproscanData_RSRC	PF01554	MatE	27	189	2.3e-18
GL50803_33787	InterproscanData_RSRC	PF01554	MatE	336	487	1.3e-9
GL50803_13737	InterproscanData_RSRC	PF13639	zf-RING_2	757	800	8.6e-10
GL50803_4812	InterproscanData_RSRC	PF06705	SF-assemblin	25	271	3.6e-93
GL50803_103659	InterproscanData_RSRC	PF05495	zf-CHY	115	188	8.1e-7
GL50803_17353	InterproscanData_RSRC	PF00400	WD40	64	77	0.0084
GL50803_17353	InterproscanData_RSRC	PF00400	WD40	125	162	7e-5
GL50803_17353	InterproscanData_RSRC	PF00400	WD40	261	297	1e-8
GL50803_17353	InterproscanData_RSRC	PF00400	WD40	310	343	0.097
GL50803_115478	InterproscanData_RSRC	PF12796	Ank_2	17	98	1.3e-11
GL50803_115478	InterproscanData_RSRC	PF12796	Ank_2	118	227	3.4e-9
GL50803_115478	InterproscanData_RSRC	PF12796	Ank_2	243	304	2.8e-9
GL50803_14109	InterproscanData_RSRC	PF03029	ATP_bind_1	7	248	9.9e-36
GL50803_6082	InterproscanData_RSRC	PF12796	Ank_2	7	87	2.2e-7
GL50803_6082	InterproscanData_RSRC	PF12796	Ank_2	203	293	2e-13
GL50803_6081	InterproscanData_RSRC	PF00023	Ank	282	301	0.016
GL50803_6081	InterproscanData_RSRC	PF12796	Ank_2	8	90	7.7e-10
GL50803_6081	InterproscanData_RSRC	PF12796	Ank_2	187	273	1.6e-8
GL50803_2562	InterproscanData_RSRC	PF00400	WD40	150	181	4.5e-5
GL50803_20551	InterproscanData_RSRC	PF00754	F5_F8_type_C	23	129	2e-6
GL50803_115479	InterproscanData_RSRC	PF12796	Ank_2	17	98	1.3e-11
GL50803_115479	InterproscanData_RSRC	PF12796	Ank_2	118	227	3.4e-9
GL50803_115479	InterproscanData_RSRC	PF12796	Ank_2	243	304	2.8e-9
GL50803_27602	InterproscanData_RSRC	PF04147	Nop14	263	415	6.6e-11
GL50803_15984	InterproscanData_RSRC	PF01205	UPF0029	154	262	3.7e-26
GL50803_5746	InterproscanData_RSRC	PF02450	LACT	102	231	3.5e-11
GL50803_15983	InterproscanData_RSRC	PF00587	tRNA-synt_2b	82	224	4.2e-23
GL50803_15983	InterproscanData_RSRC	PF03129	HGTP_anticodon	325	423	1e-10
GL50803_15983	InterproscanData_RSRC	PF09180	ProRS-C_1	470	542	1.1e-9
GL50803_5744	InterproscanData_RSRC	PF00344	SecY	93	479	6.5e-69
GL50803_5744	InterproscanData_RSRC	PF10559	Plug_translocon	58	92	3.6e-13
GL50803_20593	InterproscanData_RSRC	PF05154	TM2	7	53	3.6e-15
GL50803_27124	InterproscanData_RSRC	PF00069	Pkinase	26	67	6.1e-8
GL50803_17379	InterproscanData_RSRC	PF12796	Ank_2	691	779	1.8e-17
GL50803_17379	InterproscanData_RSRC	PF12796	Ank_2	786	875	2.6e-10
GL50803_13889	InterproscanData_RSRC	PF02545	Maf	5	191	7.2e-42
GL50803_5294	InterproscanData_RSRC	PF04950	DUF663	598	777	6.3e-34
GL50803_17378	InterproscanData_RSRC	PF00069	Pkinase	873	975	1.3e-4
GL50803_17378	InterproscanData_RSRC	PF07714	Pkinase_Tyr	69	301	2e-13
GL50803_112978	InterproscanData_RSRC	PF00176	SNF2_N	1243	1570	1.1e-54
GL50803_112978	InterproscanData_RSRC	PF00271	Helicase_C	1626	1703	4.9e-16
GL50803_14095	InterproscanData_RSRC	PF00004	AAA	40	153	5.3e-14
GL50803_14095	InterproscanData_RSRC	PF08542	Rep_fac_C	230	314	7.6e-6
GL50803_6035	InterproscanData_RSRC	PF12796	Ank_2	57	133	3e-11
GL50803_93671	InterproscanData_RSRC	PF01214	CK_II_beta	31	205	2e-38
GL50803_13007	InterproscanData_RSRC	PF12171	zf-C2H2_jaz	83	109	2e-7
GL50803_13007	InterproscanData_RSRC	PF12756	zf-C2H2_2	206	304	4e-21
GL50803_17371	InterproscanData_RSRC	PF03645	Tctex-1	25	123	3.9e-23
GL50803_19007	InterproscanData_RSRC	PF11270	DUF3070	41	72	1.2e-14
GL50803_35454	InterproscanData_RSRC	PF03302	VSP	4	99	4.3e-19
GL50803_6140	InterproscanData_RSRC	PF00069	Pkinase	33	264	3.6e-22
GL50803_6140	InterproscanData_RSRC	PF12796	Ank_2	318	373	2.7e-10
GL50803_6140	InterproscanData_RSRC	PF12796	Ank_2	386	476	3.1e-12
GL50803_6140	InterproscanData_RSRC	PF12796	Ank_2	519	601	1.3e-16
GL50803_6138	InterproscanData_RSRC	PF04096	Nucleoporin2	35	161	6.7e-30
GL50803_6135	InterproscanData_RSRC	PF00833	Ribosomal_S17e	1	120	2.7e-50
GL50803_6133	InterproscanData_RSRC	PF00831	Ribosomal_L29	34	93	4.9e-18
GL50803_6132	InterproscanData_RSRC	PF07690	MFS_1	97	358	1.3e-17
GL50803_14119	InterproscanData_RSRC	PF04438	zf-HIT	12	38	3.3e-9
GL50803_19003	InterproscanData_RSRC	PF01246	Ribosomal_L24e	4	70	2.9e-16
GL50803_16235	InterproscanData_RSRC	PF00069	Pkinase	74	353	3e-63
GL50803_13273	InterproscanData_RSRC	PF10211	Ax_dynein_light	44	232	4.1e-80
GL50803_13272	InterproscanData_RSRC	PF01156	IU_nuc_hydro	5	361	1.5e-38
GL50803_16232	InterproscanData_RSRC	PF13771	zf-HC5HC2H	602	656	7.5e-10
GL50803_25205	InterproscanData_RSRC	PF05041	Pecanex_C	1188	1238	4.1e-6
GL50803_15834	InterproscanData_RSRC	PF11069	DUF2870	175	268	6.6e-23
GL50803_12800	InterproscanData_RSRC	PF00560	LRR_1	189	206	0.32
GL50803_12800	InterproscanData_RSRC	PF13516	LRR_6	70	86	0.016
GL50803_12800	InterproscanData_RSRC	PF13516	LRR_6	118	131	0.11
GL50803_113242	InterproscanData_RSRC	PF03302	VSP	16	218	1.9e-33
GL50803_3677	InterproscanData_RSRC	PF00069	Pkinase	19	274	2.5e-49
GL50803_3677	InterproscanData_RSRC	PF13606	Ank_3	787	809	4.9e-4
GL50803_3677	InterproscanData_RSRC	PF12796	Ank_2	396	481	3.4e-12
GL50803_3677	InterproscanData_RSRC	PF12796	Ank_2	487	543	3.2e-11
GL50803_3677	InterproscanData_RSRC	PF12796	Ank_2	547	603	1.2e-10
GL50803_3677	InterproscanData_RSRC	PF12796	Ank_2	698	784	1.2e-15
GL50803_3678	InterproscanData_RSRC	PF01813	ATP-synt_D	13	233	8.8e-64
GL50803_13661	InterproscanData_RSRC	PF00400	WD40	13	46	1e-7
GL50803_13661	InterproscanData_RSRC	PF00400	WD40	304	335	6.7e-5
GL50803_27147	InterproscanData_RSRC	PF05351	GMP_PDE_delta	19	167	2.2e-18
GL50803_4587	InterproscanData_RSRC	PF08683	CAMSAP_CKK	716	837	7.2e-32
GL50803_17013	InterproscanData_RSRC	PF04140	ICMT	94	185	4.7e-27
GL50803_113252	InterproscanData_RSRC	PF00488	MutS_V	679	905	2.5e-66
GL50803_113252	InterproscanData_RSRC	PF05192	MutS_III	344	661	1.3e-21
GL50803_113252	InterproscanData_RSRC	PF05190	MutS_IV	530	612	2.8e-8
GL50803_6179	InterproscanData_RSRC	PF01423	LSM	8	69	1.2e-10
GL50803_6177	InterproscanData_RSRC	PF03657	UPF0113	50	225	8.1e-10
GL50803_6175	InterproscanData_RSRC	PF00881	Nitroreductase	86	253	2.2e-7
GL50803_6175	InterproscanData_RSRC	PF13187	Fer4_9	12	59	4.2e-8
GL50803_17014	InterproscanData_RSRC	PF00246	Peptidase_M14	138	337	1.4e-21
GL50803_17015	InterproscanData_RSRC	PF12796	Ank_2	312	392	5.6e-10
GL50803_17015	InterproscanData_RSRC	PF13857	Ank_5	89	136	1.3e-10
GL50803_7195	InterproscanData_RSRC	PF07992	Pyr_redox_2	536	827	1.2e-17
GL50803_103944	InterproscanData_RSRC	PF00069	Pkinase	32	279	3.2e-36
GL50803_103944	InterproscanData_RSRC	PF12796	Ank_2	373	458	5.7e-14
GL50803_103944	InterproscanData_RSRC	PF12796	Ank_2	468	551	5e-18
GL50803_103944	InterproscanData_RSRC	PF12796	Ank_2	560	663	4.4e-10
GL50803_103944	InterproscanData_RSRC	PF12796	Ank_2	673	762	9.8e-14
GL50803_103944	InterproscanData_RSRC	PF12796	Ank_2	769	829	1.3e-13
GL50803_41401	InterproscanData_RSRC	PF03302	VSP	90	216	8.9e-17
GL50803_111873	InterproscanData_RSRC	PF03302	VSP	16	256	1.7e-34
GL50803_90198	InterproscanData_RSRC	PF11270	DUF3070	58	92	2.9e-13
GL50803_135882	InterproscanData_RSRC	PF03302	VSP	57	96	1.1e-18
GL50803_16450	InterproscanData_RSRC	PF06098	Radial_spoke_3	24	300	3.6e-95
GL50803_8367	InterproscanData_RSRC	PF01990	ATP-synt_F	47	136	7.1e-15
GL50803_8364	InterproscanData_RSRC	PF00265	TK	3	173	1.3e-43
GL50803_8361	InterproscanData_RSRC	PF00400	WD40	56	90	0.0021
GL50803_8361	InterproscanData_RSRC	PF00400	WD40	96	133	2e-4
GL50803_8361	InterproscanData_RSRC	PF00400	WD40	292	325	3e-9
GL50803_8361	InterproscanData_RSRC	PF00400	WD40	402	427	1.6e-5
GL50803_8361	InterproscanData_RSRC	PF04158	Sof1	429	503	7.1e-13
GL50803_13921	InterproscanData_RSRC	PF00069	Pkinase	13	276	7.9e-66
GL50803_104173	InterproscanData_RSRC	PF00133	tRNA-synt_1	28	708	0
GL50803_104173	InterproscanData_RSRC	PF08264	Anticodon_1	774	925	1.9e-19
GL50803_16519	InterproscanData_RSRC	PF13353	Fer4_12	3	107	3.1e-8
GL50803_10919	InterproscanData_RSRC	PF03501	S10_plectin	4	107	5e-28
GL50803_16520	InterproscanData_RSRC	PF04810	zf-Sec23_Sec24	105	141	3.2e-10
GL50803_16520	InterproscanData_RSRC	PF04811	Sec23_trunk	304	529	1.2e-7
GL50803_16520	InterproscanData_RSRC	PF08033	Sec23_BS	682	741	1.7e-10
GL50803_10924	InterproscanData_RSRC	PF13863	DUF4200	61	183	2.9e-18
GL50803_15317	InterproscanData_RSRC	PF03302	VSP	1252	1583	1.7e-52
GL50803_19436	InterproscanData_RSRC	PF00327	Ribosomal_L30	79	129	5.6e-18
GL50803_24947	InterproscanData_RSRC	PF03357	Snf7	11	154	1.7e-9
