struc1	struc2	TM
GL_87677	GL_8860	0.26622
GL_87928	GL_8860	0.24095
GL_8856	GL_8860	0.2697
GL_8860	GL_8860	1
GL_8914	GL_8860	0.21245
GL_91220	GL_8860	0.36905
GL_91334	GL_8860	0.34453
GL_91451	GL_8860	0.23915
GL_9196	GL_8860	0.12883
GL_92498	GL_8860	0.24762
GL_9289	GL_8860	0.23234
GL_93221	GL_8860	0.1515
GL_9365	GL_8860	0.34935
GL_9421	GL_8860	0.2179
GL_94927	GL_8860	0.36351
GL_95003	GL_8860	0.22304
GL_95549	GL_8860	0.43265
GL_95593	GL_8860	0.11974
GL_95717	GL_8860	0.35609
GL_9658	GL_8860	0.33985
GL_9665	GL_8860	0.14769
GL_96878	GL_8860	0.36028
GL_97130	GL_8860	0.2263
GL_98050	GL_8860	0.09224
GL_9870	GL_8860	0.36068
GL_101307	GL_8914	0.67874
GL_101534	GL_8914	0.70548
GL_101866	GL_8914	0.6559
GL_102034	GL_8914	0.19459
GL_102542	GL_8914	0.34351
GL_103944	GL_8914	0.18937
GL_10744	GL_8914	0.22168
GL_10893	GL_8914	0.63952
GL_11040	GL_8914	0.66795
GL_111938	GL_8914	0.5797
GL_112518	GL_8914	0.73141
GL_112553	GL_8914	0.5759
GL_113030	GL_8914	0.73264
GL_113094	GL_8914	0.16488
GL_11311	GL_8914	0.54813
GL_113553	GL_8914	0.76663
GL_11390	GL_8914	0.61105
GL_114120	GL_8914	0.2671
GL_114192	GL_8914	0.19781
GL_114307	GL_8914	0.18203
GL_114495	GL_8914	0.50718
GL_114535	GL_8914	0.17482
GL_114937	GL_8914	0.65168
GL_11554	GL_8914	0.73708
GL_119989	GL_8914	0.52326
GL_12095	GL_8914	0.8384
GL_12148	GL_8914	0.63657
GL_12152	GL_8914	0.66313
GL_12240	GL_8914	0.42521
GL_13215	GL_8914	0.42717
GL_13479	GL_8914	0.27348
GL_137676	GL_8914	0.63292
GL_137696	GL_8914	0.17566
GL_137701	GL_8914	0.73901
GL_137706	GL_8914	0.84361
GL_137719	GL_8914	0.47347
GL_137728	GL_8914	0.45427
GL_137733	GL_8914	0.76048
GL_137735	GL_8914	0.64421
GL_137737	GL_8914	0.60226
GL_137742	GL_8914	0.41839
GL_137743	GL_8914	0.41947
GL_13921	GL_8914	0.55938
GL_13963	GL_8914	0.56642
GL_13964	GL_8914	0.46071
GL_13981	GL_8914	0.17344
GL_14044	GL_8914	0.82104
GL_14216	GL_8914	0.67718
GL_14223	GL_8914	0.68713
GL_14648	GL_8914	0.46577
GL_14742	GL_8914	0.73814
GL_14786	GL_8914	0.16944
GL_14835	GL_8914	0.17934
GL_14897	GL_8914	0.17908
GL_14916	GL_8914	0.66622
GL_15035	GL_8914	0.43705
GL_15049	GL_8914	0.76519
GL_15064	GL_8914	0.39608
GL_15338	GL_8914	0.6706
GL_15409	GL_8914	0.47694
GL_15411	GL_8914	0.73095
GL_15479	GL_8914	0.58852
GL_15953	GL_8914	0.17624
GL_16049	GL_8914	0.73603
GL_16122	GL_8914	0.1565
GL_16167	GL_8914	0.24909
GL_16205	GL_8914	0.7896
GL_16251	GL_8914	0.32199
GL_16272	GL_8914	0.15801
GL_16279	GL_8914	0.76993
GL_16460	GL_8914	0.1739
GL_16479	GL_8914	0.1974
GL_16508	GL_8914	0.16121
GL_16733	GL_8914	0.40085
GL_16765	GL_8914	0.77337
GL_16792	GL_8914	0.48919
GL_16824	GL_8914	0.61911
GL_16826	GL_8914	0.45126
GL_16839	GL_8914	0.67433
GL_16862	GL_8914	0.65915
GL_16879	GL_8914	0.19109
GL_16889	GL_8914	0.35638
GL_16943	GL_8914	0.20241
GL_16952	GL_8914	0.71732
GL_16967	GL_8914	0.13937
GL_16988	GL_8914	0.75086
GL_17069	GL_8914	0.48454
GL_17084	GL_8914	0.15703
GL_17188	GL_8914	0.6896
GL_17216	GL_8914	0.52328
GL_17231	GL_8914	0.19707
GL_17299	GL_8914	0.16435
GL_17318	GL_8914	0.1409
GL_17510	GL_8914	0.72928
GL_17578	GL_8914	0.18117
GL_2082	GL_8914	0.73084
GL_21366	GL_8914	0.79412
GL_21924	GL_8914	0.23141
GL_22451	GL_8914	0.15054
GL_24321	GL_8914	0.75643
GL_24400	GL_8914	0.39851
GL_2483	GL_8914	0.40559
GL_26199	GL_8914	0.45195
GL_27124	GL_8914	0.62423
GL_30354	GL_8914	0.7048
GL_3449	GL_8914	0.17715
GL_3546	GL_8914	0.44622
GL_3677	GL_8914	0.17579
GL_36783	GL_8914	0.78106
GL_38578	GL_8914	0.77223
GL_3957	GL_8914	0.5173
GL_40904	GL_8914	0.17031
GL_41186	GL_8914	0.16509
GL_4202	GL_8914	0.46998
GL_42328	GL_8914	0.46743
GL_42657	GL_8914	0.22006
GL_42698	GL_8914	0.757
GL_4322	GL_8914	0.18659
GL_4912	GL_8914	0.70952
GL_4959	GL_8914	0.1812
GL_4977	GL_8914	0.5633
GL_5142	GL_8914	0.1882
GL_5346	GL_8914	0.44516
GL_5375	GL_8914	0.53795
GL_5489	GL_8914	0.24702
GL_5553	GL_8914	0.41988
GL_5554	GL_8914	0.39056
GL_5999	GL_8914	0.44406
GL_6140	GL_8914	0.20438
GL_6680	GL_8914	0.6262
GL_6731	GL_8914	0.43458
GL_7103	GL_8914	0.38031
GL_7183	GL_8914	0.18902
GL_7356	GL_8914	0.44932
GL_7514	GL_8914	0.75496
GL_7579	GL_8914	0.69183
GL_7653	GL_8914	0.82446
GL_8152	GL_8914	0.83044
GL_8218	GL_8914	0.52002
GL_8350	GL_8914	0.84556
GL_8428	GL_8914	0.73609
GL_8445	GL_8914	0.77278
GL_8556	GL_8914	0.15508
GL_86934	GL_8914	0.68595
GL_87677	GL_8914	0.16913
GL_87928	GL_8914	0.46415
GL_8856	GL_8914	0.79768
GL_8860	GL_8914	0.21245
GL_8914	GL_8914	1
GL_91220	GL_8914	0.28198
GL_91334	GL_8914	0.28
GL_91451	GL_8914	0.83166
GL_9196	GL_8914	0.3821
GL_92498	GL_8914	0.84499
GL_9289	GL_8914	0.88886
GL_93221	GL_8914	0.32732
GL_9365	GL_8914	0.27665
GL_9421	GL_8914	0.82736
GL_94927	GL_8914	0.27712
GL_95003	GL_8914	0.86225
GL_95549	GL_8914	0.22939
GL_95593	GL_8914	0.3764
GL_95717	GL_8914	0.27813
GL_9658	GL_8914	0.2512
GL_9665	GL_8914	0.41561
GL_96878	GL_8914	0.32382
GL_97130	GL_8914	0.87135
GL_98050	GL_8914	0.16746
GL_9870	GL_8914	0.28323
GL_101307	GL_91220	0.32848
GL_101534	GL_91220	0.31839
GL_101866	GL_91220	0.22405
GL_102034	GL_91220	0.57838
GL_102542	GL_91220	0.303
GL_103944	GL_91220	0.36476
GL_10744	GL_91220	0.25028
GL_10893	GL_91220	0.31507
GL_11040	GL_91220	0.28737
GL_111938	GL_91220	0.33113
GL_112518	GL_91220	0.26586
GL_112553	GL_91220	0.28497
GL_113030	GL_91220	0.26856
GL_113094	GL_91220	0.43463
GL_11311	GL_91220	0.27718
GL_113553	GL_91220	0.27879
GL_11390	GL_91220	0.2214
GL_114120	GL_91220	0.3397
GL_114192	GL_91220	0.29599
GL_114307	GL_91220	0.58393
GL_114495	GL_91220	0.29354
GL_114535	GL_91220	0.29492
GL_114937	GL_91220	0.25462
GL_11554	GL_91220	0.34678
GL_119989	GL_91220	0.32417
GL_12095	GL_91220	0.27489
GL_12148	GL_91220	0.21625
GL_12152	GL_91220	0.2901
GL_12240	GL_91220	0.2939
GL_13215	GL_91220	0.31139
GL_13479	GL_91220	0.46459
GL_137676	GL_91220	0.28717
GL_137696	GL_91220	0.76419
GL_137701	GL_91220	0.35968
GL_137706	GL_91220	0.29773
GL_137719	GL_91220	0.29088
GL_137728	GL_91220	0.32925
GL_137733	GL_91220	0.32231
GL_137735	GL_91220	0.29623
GL_137737	GL_91220	0.2815
GL_137742	GL_91220	0.30814
GL_137743	GL_91220	0.3084
GL_13921	GL_91220	0.31757
GL_13963	GL_91220	0.27905
GL_13964	GL_91220	0.29134
GL_13981	GL_91220	0.80894
GL_14044	GL_91220	0.28652
GL_14216	GL_91220	0.23321
GL_14223	GL_91220	0.32321
GL_14648	GL_91220	0.30371
GL_14742	GL_91220	0.33782
GL_14786	GL_91220	0.56144
GL_14835	GL_91220	0.83463
GL_14897	GL_91220	0.59152
GL_14916	GL_91220	0.2296
GL_15035	GL_91220	0.29654
GL_15049	GL_91220	0.27907
GL_15064	GL_91220	0.31448
GL_15338	GL_91220	0.29625
GL_15409	GL_91220	0.29749
GL_15411	GL_91220	0.26407
GL_15479	GL_91220	0.27063
GL_15953	GL_91220	0.76733
GL_16049	GL_91220	0.26327
GL_16122	GL_91220	0.37802
GL_16167	GL_91220	0.44236
GL_16205	GL_91220	0.2786
GL_16251	GL_91220	0.29181
GL_16272	GL_91220	0.38945
GL_16279	GL_91220	0.27466
GL_16460	GL_91220	0.74688
GL_16479	GL_91220	0.27406
GL_16508	GL_91220	0.524
GL_16733	GL_91220	0.3099
GL_16765	GL_91220	0.24505
GL_16792	GL_91220	0.3498
GL_16824	GL_91220	0.24516
GL_16826	GL_91220	0.33568
GL_16839	GL_91220	0.23152
GL_16862	GL_91220	0.2844
GL_16879	GL_91220	0.31917
GL_16889	GL_91220	0.36434
GL_16943	GL_91220	0.31992
GL_16952	GL_91220	0.3143
GL_16967	GL_91220	0.26074
GL_16988	GL_91220	0.33566
GL_17069	GL_91220	0.30994
GL_17084	GL_91220	0.34502
GL_17188	GL_91220	0.25073
GL_17216	GL_91220	0.20289
GL_17231	GL_91220	0.57717
GL_17299	GL_91220	0.42126
GL_17318	GL_91220	0.21828
GL_17510	GL_91220	0.27928
GL_17578	GL_91220	0.56664
GL_2082	GL_91220	0.2929
GL_21366	GL_91220	0.27772
GL_21924	GL_91220	0.3343
GL_22451	GL_91220	0.19561
GL_24321	GL_91220	0.35143
GL_24400	GL_91220	0.2881
GL_2483	GL_91220	0.34833
GL_26199	GL_91220	0.28644
GL_27124	GL_91220	0.38726
GL_30354	GL_91220	0.2693
GL_3449	GL_91220	0.33582
GL_3546	GL_91220	0.29465
GL_3677	GL_91220	0.29057
GL_36783	GL_91220	0.29098
GL_38578	GL_91220	0.33431
GL_3957	GL_91220	0.2337
GL_40904	GL_91220	0.23495
GL_41186	GL_91220	0.56105
GL_4202	GL_91220	0.3051
GL_42328	GL_91220	0.27208
GL_42657	GL_91220	0.40264
GL_42698	GL_91220	0.33129
GL_4322	GL_91220	0.81917
GL_4912	GL_91220	0.35297
GL_4959	GL_91220	0.56191
GL_4977	GL_91220	0.31213
GL_5142	GL_91220	0.28351
GL_5346	GL_91220	0.25044
GL_5375	GL_91220	0.27747
GL_5489	GL_91220	0.31881
GL_5553	GL_91220	0.28656
GL_5554	GL_91220	0.29461
GL_5999	GL_91220	0.28562
GL_6140	GL_91220	0.43407
GL_6680	GL_91220	0.31912
GL_6731	GL_91220	0.29737
GL_7103	GL_91220	0.38251
GL_7183	GL_91220	0.29119
GL_7356	GL_91220	0.26087
GL_7514	GL_91220	0.28806
GL_7579	GL_91220	0.32225
GL_7653	GL_91220	0.2805
GL_8152	GL_91220	0.29259
GL_8218	GL_91220	0.22688
GL_8350	GL_91220	0.29636
GL_8428	GL_91220	0.25444
GL_8445	GL_91220	0.26496
GL_8556	GL_91220	0.40161
GL_86934	GL_91220	0.31202
GL_87677	GL_91220	0.73216
GL_87928	GL_91220	0.27305
GL_8856	GL_91220	0.26654
GL_8860	GL_91220	0.36905
GL_8914	GL_91220	0.28198
GL_91220	GL_91220	1
GL_91334	GL_91220	0.744
GL_91451	GL_91220	0.17001
GL_9196	GL_91220	0.11757
GL_92498	GL_91220	0.19009
GL_9289	GL_91220	0.16493
GL_93221	GL_91220	0.15544
GL_9365	GL_91220	0.72722
GL_9421	GL_91220	0.1704
GL_94927	GL_91220	0.75897
GL_95003	GL_91220	0.21676
GL_95549	GL_91220	0.28732
GL_95593	GL_91220	0.12595
GL_95717	GL_91220	0.75475
GL_9658	GL_91220	0.49289
GL_9665	GL_91220	0.12237
GL_96878	GL_91220	0.28917
GL_97130	GL_91220	0.20291
GL_98050	GL_91220	0.0694
GL_9870	GL_91220	0.24142
GL_101307	GL_91334	0.35152
GL_101534	GL_91334	0.34183
GL_101866	GL_91334	0.22599
GL_102034	GL_91334	0.547
GL_102542	GL_91334	0.28352
GL_103944	GL_91334	0.34261
GL_10744	GL_91334	0.23642
GL_10893	GL_91334	0.33943
GL_11040	GL_91334	0.35866
GL_111938	GL_91334	0.33353
GL_112518	GL_91334	0.26256
GL_112553	GL_91334	0.27238
GL_113030	GL_91334	0.25852
GL_113094	GL_91334	0.44235
GL_11311	GL_91334	0.28114
GL_113553	GL_91334	0.2362
GL_11390	GL_91334	0.22033
GL_114120	GL_91334	0.31959
GL_114192	GL_91334	0.29078
GL_114307	GL_91334	0.56735
GL_114495	GL_91334	0.31606
GL_114535	GL_91334	0.28956
GL_114937	GL_91334	0.2274
GL_11554	GL_91334	0.35357
GL_119989	GL_91334	0.29991
GL_12095	GL_91334	0.26809
GL_12148	GL_91334	0.20629
GL_12152	GL_91334	0.28654
GL_12240	GL_91334	0.27779
GL_13215	GL_91334	0.3299
GL_13479	GL_91334	0.45654
GL_137676	GL_91334	0.25985
GL_137696	GL_91334	0.76666
GL_137701	GL_91334	0.33982
GL_137706	GL_91334	0.27144
GL_137719	GL_91334	0.27307
GL_137728	GL_91334	0.31351
GL_137733	GL_91334	0.29412
GL_137735	GL_91334	0.32207
GL_137737	GL_91334	0.25314
GL_137742	GL_91334	0.2732
GL_137743	GL_91334	0.28973
GL_13921	GL_91334	0.31556
GL_13963	GL_91334	0.2945
GL_13964	GL_91334	0.27438
GL_13981	GL_91334	0.79213
GL_14044	GL_91334	0.27453
GL_14216	GL_91334	0.23185
GL_14223	GL_91334	0.36872
GL_14648	GL_91334	0.2786
GL_14742	GL_91334	0.33285
GL_14786	GL_91334	0.51098
GL_14835	GL_91334	0.82336
GL_14897	GL_91334	0.55083
GL_14916	GL_91334	0.21676
GL_15035	GL_91334	0.28333
GL_15049	GL_91334	0.25742
GL_15064	GL_91334	0.2797
GL_15338	GL_91334	0.32974
GL_15409	GL_91334	0.28469
GL_15411	GL_91334	0.2497
GL_15479	GL_91334	0.28826
GL_15953	GL_91334	0.81506
GL_16049	GL_91334	0.25787
GL_16122	GL_91334	0.36071
GL_16167	GL_91334	0.43345
GL_16205	GL_91334	0.24766
GL_16251	GL_91334	0.26586
GL_16272	GL_91334	0.3775
GL_16279	GL_91334	0.27511
GL_16460	GL_91334	0.74747
GL_16479	GL_91334	0.23189
GL_16508	GL_91334	0.47171
GL_16733	GL_91334	0.32897
GL_16765	GL_91334	0.26267
GL_16792	GL_91334	0.33124
GL_16824	GL_91334	0.22111
GL_16826	GL_91334	0.32928
GL_16839	GL_91334	0.23417
GL_16862	GL_91334	0.28485
GL_16879	GL_91334	0.28436
GL_16889	GL_91334	0.38304
GL_16943	GL_91334	0.28243
GL_16952	GL_91334	0.33654
GL_16967	GL_91334	0.23512
GL_16988	GL_91334	0.32776
GL_17069	GL_91334	0.31147
GL_17084	GL_91334	0.34569
GL_17188	GL_91334	0.24939
GL_17216	GL_91334	0.20656
GL_17231	GL_91334	0.54006
GL_17299	GL_91334	0.38954
GL_17318	GL_91334	0.18747
GL_17510	GL_91334	0.25721
GL_17578	GL_91334	0.52682
GL_2082	GL_91334	0.32477
GL_21366	GL_91334	0.26139
GL_21924	GL_91334	0.32245
GL_22451	GL_91334	0.18389
GL_24321	GL_91334	0.33424
GL_24400	GL_91334	0.28052
GL_2483	GL_91334	0.31417
GL_26199	GL_91334	0.2784
GL_27124	GL_91334	0.34794
GL_30354	GL_91334	0.25226
GL_3449	GL_91334	0.32121
GL_3546	GL_91334	0.26052
GL_3677	GL_91334	0.2887
GL_36783	GL_91334	0.24591
GL_38578	GL_91334	0.34878
GL_3957	GL_91334	0.21647
GL_40904	GL_91334	0.23708
GL_41186	GL_91334	0.55053
GL_4202	GL_91334	0.32851
GL_42328	GL_91334	0.2551
GL_42657	GL_91334	0.38934
GL_42698	GL_91334	0.33811
GL_4322	GL_91334	0.84913
GL_4912	GL_91334	0.34798
GL_4959	GL_91334	0.50503
GL_4977	GL_91334	0.30798
GL_5142	GL_91334	0.26601
GL_5346	GL_91334	0.26613
GL_5375	GL_91334	0.31263
GL_5489	GL_91334	0.33
GL_5553	GL_91334	0.27673
GL_5554	GL_91334	0.28077
GL_5999	GL_91334	0.29325
GL_6140	GL_91334	0.423
GL_6680	GL_91334	0.32167
GL_6731	GL_91334	0.32682
GL_7103	GL_91334	0.44245
GL_7183	GL_91334	0.27632
GL_7356	GL_91334	0.2777
GL_7514	GL_91334	0.26423
GL_7579	GL_91334	0.32861
GL_7653	GL_91334	0.2644
GL_8152	GL_91334	0.26821
GL_8218	GL_91334	0.1996
GL_8350	GL_91334	0.2685
GL_8428	GL_91334	0.25061
GL_8445	GL_91334	0.2689
GL_8556	GL_91334	0.36518
GL_86934	GL_91334	0.35323
GL_87677	GL_91334	0.70649
GL_87928	GL_91334	0.30342
GL_8856	GL_91334	0.25723
GL_8860	GL_91334	0.34453
GL_8914	GL_91334	0.28
GL_91220	GL_91334	0.744
GL_91334	GL_91334	1
GL_91451	GL_91334	0.18216
GL_9196	GL_91334	0.13785
GL_92498	GL_91334	0.19179
GL_9289	GL_91334	0.18093
GL_93221	GL_91334	0.16194
GL_9365	GL_91334	0.82657
GL_9421	GL_91334	0.1691
GL_94927	GL_91334	0.83621
GL_95003	GL_91334	0.2348
GL_95549	GL_91334	0.29632
GL_95593	GL_91334	0.14879
GL_95717	GL_91334	0.8242
GL_9658	GL_91334	0.51074
GL_9665	GL_91334	0.14345
GL_96878	GL_91334	0.31352
GL_97130	GL_91334	0.20315
GL_98050	GL_91334	0.08413
GL_9870	GL_91334	0.25012
GL_101307	GL_91451	0.68002
GL_101534	GL_91451	0.72211
GL_101866	GL_91451	0.74767
GL_102034	GL_91451	0.18317
GL_102542	GL_91451	0.3626
GL_103944	GL_91451	0.20085
GL_10744	GL_91451	0.22742
GL_10893	GL_91451	0.63432
GL_11040	GL_91451	0.67021
GL_111938	GL_91451	0.58604
GL_112518	GL_91451	0.80381
GL_112553	GL_91451	0.57797
GL_113030	GL_91451	0.79783
GL_113094	GL_91451	0.17176
GL_11311	GL_91451	0.55009
GL_113553	GL_91451	0.83099
GL_11390	GL_91451	0.72179
GL_114120	GL_91451	0.26945
GL_114192	GL_91451	0.20369
GL_114307	GL_91451	0.19174
GL_114495	GL_91451	0.5142
GL_114535	GL_91451	0.16528
GL_114937	GL_91451	0.71067
GL_11554	GL_91451	0.72699
GL_119989	GL_91451	0.52561
GL_12095	GL_91451	0.90803
GL_12148	GL_91451	0.70133
GL_12152	GL_91451	0.65368
GL_12240	GL_91451	0.42994
GL_13215	GL_91451	0.45326
GL_13479	GL_91451	0.28577
GL_137676	GL_91451	0.63621
GL_137696	GL_91451	0.17308
GL_137701	GL_91451	0.74292
GL_137706	GL_91451	0.89829
GL_137719	GL_91451	0.49668
GL_137728	GL_91451	0.45219
GL_137733	GL_91451	0.75461
GL_137735	GL_91451	0.64237
GL_137737	GL_91451	0.60101
GL_137742	GL_91451	0.42379
GL_137743	GL_91451	0.42379
GL_13921	GL_91451	0.55635
GL_13963	GL_91451	0.56914
GL_13964	GL_91451	0.45609
GL_13981	GL_91451	0.17868
GL_14044	GL_91451	0.91862
GL_14216	GL_91451	0.72669
GL_14223	GL_91451	0.67939
GL_14648	GL_91451	0.46183
GL_14742	GL_91451	0.72278
GL_14786	GL_91451	0.18562
GL_14835	GL_91451	0.17373
GL_14897	GL_91451	0.18934
GL_14916	GL_91451	0.71938
GL_15035	GL_91451	0.43252
GL_15049	GL_91451	0.81218
GL_15064	GL_91451	0.40517
GL_15338	GL_91451	0.66604
GL_15409	GL_91451	0.48706
GL_15411	GL_91451	0.84851
GL_15479	GL_91451	0.58795
GL_15953	GL_91451	0.17944
GL_16049	GL_91451	0.8341
GL_16122	GL_91451	0.17395
GL_16167	GL_91451	0.27411
GL_16205	GL_91451	0.85829
GL_16251	GL_91451	0.32326
GL_16272	GL_91451	0.15779
GL_16279	GL_91451	0.8458
GL_16460	GL_91451	0.16998
GL_16479	GL_91451	0.2073
GL_16508	GL_91451	0.17635
GL_16733	GL_91451	0.39794
GL_16765	GL_91451	0.89126
GL_16792	GL_91451	0.4928
GL_16824	GL_91451	0.70621
GL_16826	GL_91451	0.45612
GL_16839	GL_91451	0.74234
GL_16862	GL_91451	0.66423
GL_16879	GL_91451	0.16509
GL_16889	GL_91451	0.36537
GL_16943	GL_91451	0.20385
GL_16952	GL_91451	0.71272
GL_16967	GL_91451	0.15928
GL_16988	GL_91451	0.75623
GL_17069	GL_91451	0.46365
GL_17084	GL_91451	0.16444
GL_17188	GL_91451	0.78176
GL_17216	GL_91451	0.58096
GL_17231	GL_91451	0.19598
GL_17299	GL_91451	0.16439
GL_17318	GL_91451	0.13916
GL_17510	GL_91451	0.84629
GL_17578	GL_91451	0.19035
GL_2082	GL_91451	0.72395
GL_21366	GL_91451	0.88451
GL_21924	GL_91451	0.25726
GL_22451	GL_91451	0.17195
GL_24321	GL_91451	0.74628
GL_24400	GL_91451	0.39441
GL_2483	GL_91451	0.4129
GL_26199	GL_91451	0.44867
GL_27124	GL_91451	0.7157
GL_30354	GL_91451	0.79722
GL_3449	GL_91451	0.17887
GL_3546	GL_91451	0.44375
GL_3677	GL_91451	0.18956
GL_36783	GL_91451	0.84789
GL_38578	GL_91451	0.78934
GL_3957	GL_91451	0.49988
GL_40904	GL_91451	0.19098
GL_41186	GL_91451	0.19075
GL_4202	GL_91451	0.46595
GL_42328	GL_91451	0.45574
GL_42657	GL_91451	0.2331
GL_42698	GL_91451	0.76875
GL_4322	GL_91451	0.19391
GL_4912	GL_91451	0.70254
GL_4959	GL_91451	0.18988
GL_4977	GL_91451	0.57446
GL_5142	GL_91451	0.18886
GL_5346	GL_91451	0.44495
GL_5375	GL_91451	0.53011
GL_5489	GL_91451	0.2632
GL_5553	GL_91451	0.42898
GL_5554	GL_91451	0.42669
GL_5999	GL_91451	0.44317
GL_6140	GL_91451	0.25398
GL_6680	GL_91451	0.62052
GL_6731	GL_91451	0.45773
GL_7103	GL_91451	0.38169
GL_7183	GL_91451	0.2055
GL_7356	GL_91451	0.4413
GL_7514	GL_91451	0.81868
GL_7579	GL_91451	0.68861000000000006
GL_7653	GL_91451	0.86982
GL_8152	GL_91451	0.9002
GL_8218	GL_91451	0.57037
GL_8350	GL_91451	0.87964
GL_8428	GL_91451	0.8213
GL_8445	GL_91451	0.84418
GL_8556	GL_91451	0.15048
GL_86934	GL_91451	0.68903
GL_87677	GL_91451	0.17521
GL_87928	GL_91451	0.45764
GL_8856	GL_91451	0.86513
GL_8860	GL_91451	0.23915
GL_8914	GL_91451	0.83166
GL_91220	GL_91451	0.17001
GL_91334	GL_91451	0.18216
GL_91451	GL_91451	1
GL_9196	GL_91451	0.30806
GL_92498	GL_91451	0.76804
GL_9289	GL_91451	0.77829
GL_93221	GL_91451	0.26601
GL_9365	GL_91451	0.23557
GL_9421	GL_91451	0.71129
GL_94927	GL_91451	0.22991
GL_95003	GL_91451	0.76877
GL_95549	GL_91451	0.1872
GL_95593	GL_91451	0.3151
GL_95717	GL_91451	0.2383
GL_9658	GL_91451	0.22527
GL_9665	GL_91451	0.33895
GL_96878	GL_91451	0.28305
GL_97130	GL_91451	0.75868
GL_98050	GL_91451	0.13504
GL_9870	GL_91451	0.26536
GL_101307	GL_9196	0.74494
GL_101534	GL_9196	0.85792
GL_101866	GL_9196	0.29797
GL_102034	GL_9196	0.13084
GL_102542	GL_9196	0.25961
GL_103944	GL_9196	0.14342
GL_10744	GL_9196	0.18138
GL_10893	GL_9196	0.84071
GL_11040	GL_9196	0.73683
GL_111938	GL_9196	0.63345
GL_112518	GL_9196	0.32742
GL_112553	GL_9196	0.62703
GL_113030	GL_9196	0.32386
GL_113094	GL_9196	0.10635
GL_11311	GL_9196	0.60381
GL_113553	GL_9196	0.36429
GL_11390	GL_9196	0.28308
GL_114120	GL_9196	0.23133
GL_114192	GL_9196	0.16656
GL_114307	GL_9196	0.12882
GL_114495	GL_9196	0.55254
GL_114535	GL_9196	0.16239
GL_114937	GL_9196	0.29795
GL_11554	GL_9196	0.94638
GL_119989	GL_9196	0.57163
GL_12095	GL_9196	0.39589
GL_12148	GL_9196	0.29518
GL_12152	GL_9196	0.61611
GL_12240	GL_9196	0.46289
GL_13215	GL_9196	0.33798
GL_13479	GL_9196	0.17922
GL_137676	GL_9196	0.67512
GL_137696	GL_9196	0.13818
GL_137701	GL_9196	0.81184
GL_137706	GL_9196	0.38305
GL_137719	GL_9196	0.50971
GL_137728	GL_9196	0.45727
GL_137733	GL_9196	0.77695
GL_137735	GL_9196	0.71837
GL_137737	GL_9196	0.53374
GL_137742	GL_9196	0.4301
GL_137743	GL_9196	0.42641
GL_13921	GL_9196	0.72635
GL_13963	GL_9196	0.72324
GL_13964	GL_9196	0.56802
GL_13981	GL_9196	0.13545
GL_14044	GL_9196	0.39517
GL_14216	GL_9196	0.28795
GL_14223	GL_9196	0.88292
GL_14648	GL_9196	0.58791
GL_14742	GL_9196	0.92668
GL_14786	GL_9196	0.12343
GL_14835	GL_9196	0.13198
GL_14897	GL_9196	0.1264
GL_14916	GL_9196	0.29802
GL_15035	GL_9196	0.46197
GL_15049	GL_9196	0.33894
GL_15064	GL_9196	0.43437
GL_15338	GL_9196	0.85512
GL_15409	GL_9196	0.45481
GL_15411	GL_9196	0.32673
GL_15479	GL_9196	0.62851
GL_15953	GL_9196	0.12674
GL_16049	GL_9196	0.32892
GL_16122	GL_9196	0.0947
GL_16167	GL_9196	0.17421
GL_16205	GL_9196	0.35479
GL_16251	GL_9196	0.39214
GL_16272	GL_9196	0.09263
GL_16279	GL_9196	0.33916
GL_16460	GL_9196	0.09937
GL_16479	GL_9196	0.1701
GL_16508	GL_9196	0.11475
GL_16733	GL_9196	0.46103
GL_16765	GL_9196	0.35012
GL_16792	GL_9196	0.52497
GL_16824	GL_9196	0.28692
GL_16826	GL_9196	0.49607
GL_16839	GL_9196	0.30494
GL_16862	GL_9196	0.69395
GL_16879	GL_9196	0.15974
GL_16889	GL_9196	0.35236
GL_16943	GL_9196	0.1671
GL_16952	GL_9196	0.928
GL_16967	GL_9196	0.09342
GL_16988	GL_9196	0.82199
GL_17069	GL_9196	0.51468
GL_17084	GL_9196	0.09751
GL_17188	GL_9196	0.31044
GL_17216	GL_9196	0.26894
GL_17231	GL_9196	0.11807
GL_17299	GL_9196	0.101
GL_17318	GL_9196	0.09874
GL_17510	GL_9196	0.33946
GL_17578	GL_9196	0.1218
GL_2082	GL_9196	0.92854
GL_21366	GL_9196	0.35704
GL_21924	GL_9196	0.15087
GL_22451	GL_9196	0.11215
GL_24321	GL_9196	0.93851
GL_24400	GL_9196	0.40907
GL_2483	GL_9196	0.44763
GL_26199	GL_9196	0.56852
GL_27124	GL_9196	0.65538
GL_30354	GL_9196	0.31527
GL_3449	GL_9196	0.16845
GL_3546	GL_9196	0.418
GL_3677	GL_9196	0.15285
GL_36783	GL_9196	0.33371
GL_38578	GL_9196	0.7201
GL_3957	GL_9196	0.31738
GL_40904	GL_9196	0.11513
GL_41186	GL_9196	0.12776
GL_4202	GL_9196	0.57733
GL_42328	GL_9196	0.42265
GL_42657	GL_9196	0.14572
GL_42698	GL_9196	0.72747
GL_4322	GL_9196	0.12146
GL_4912	GL_9196	0.93366
GL_4959	GL_9196	0.12655
GL_4977	GL_9196	0.70156
GL_5142	GL_9196	0.15046
GL_5346	GL_9196	0.56513
