GeneID	codechain	code	chain	TM	RMSD	AApc	Cov	Cscore	C_sd	TM_model	TM_model_sd	RMSD_model	RMSD_model_sd	GDB_AA	seq.ssLen	nHrc	nErc	nCrc	strucSum	strpPDB_AA	PDB_AA	Species	Molecule
3933	GL50803_7309	3c98B	3C98	B	0.6687	2.69	0.125	0.7645	-2.57	0.421217	0.42	0.14	12.2	4.4	293	293	247	0	46	293	279	279	Rattus_norvegicus	Syntaxin-1A
3934	GL50803_7323	2gd5D	2GD5	D	0.6616	1.99	0.154	0.7233	-1.53	1.07347	0.53	0.15	8.8	4.6	206	206	174	0	32	206	179	179	Homo_sapiens	Charged_multivesicular_body_protein_3
3935	GL50803_7328	2ocwA	2OCW	A	0.8162	2.43	0.064	0.8688	-2.9	0.31822	0.38	0.13	15.1	3.5	625	625	106	9	510	625	585	585	Homo_sapiens	Polymeric-immunoglobulin_receptor
3936	GL50803_7343	2jktA	2JKT	A	0.7608	3.48	0.096	0.858	-3.76	0.221757	0.31	0.1	17.6	2.6	634	634	324	1	309	634	623	623	Mus_musculus	AP-2_COMPLEX_SUBUNIT_ALPHA-2
3937	GL50803_7348	4bm5A	4BM5	A	0.8023	3.03	0.096	0.9522	-3.07	0.971247	0.37	0.12	13.1	4.1	251	251	142	0	109	251	348	348	Cyanidioschyzon_merolae	SIMILAR_TO_CHLOROPLAST_INNER_MEMBRANE_PROTEIN_TIC110
3938	GL50803_7349	4iuwA	4IUW	A	0.8937	1.82	0.07	0.9302	-2.59	0.556144	0.41	0.14	14.1	3.8	587	587	366	1	220	587	633	633	Lactobacillus_rhamnosus	Neutral_endopeptidase
3939	GL50803_7351	2b5uA	2B5U	A	0.9162	0.76	0.098	0.9839	-0.1	0.582388	0.7	0.12	3.2	2.3	62	62	51	0	11	62	551	551	Escherichia_coli	Colicin_E3
3940	GL50803_7352	3e7qB	3E7Q	B	0.6171	3.06	0.094	0.7442	-4.14	0.357827	0.27	0.09	16.1	3.1	258	258	203	0	55	258	215	215	Pseudomonas_aeruginosa	transcriptional_regulator
3941	GL50803_7353	4jspB	4JSP	B	0.9201	1.7	0.125	1	-2.24	1.00919	0.45	0.15	10.4	4.6	200	200	179	0	21	200	1174	1174	Homo_sapiens	Serine/threonine-protein_kinase_mTOR
3942	GL50803_7356	3hx4A	3HX4	A	0.7794	2.01	0.136	0.8194	-3.14	0.0941063	0.36	0.12	15.4	3.4	537	537	355	10	172	537	508	508	Toxoplasma_gondii	Calmodulin-domain_protein_kinase_1
3943	GL50803_7368	3vrhA	3VRH	A	0.8575	1.57	0.196	0.897	0.33	1.48921	0.76	0.1	5.5	3.5	301	301	144	0	157	301	310	310	Pyrococcus_horikoshii	Putative_uncharacterized_protein_PH0300
3944	GL50803_7374	2yfaA	2YFA	A	0.5636	3.47	0.047	0.7769	-3.54	0.577387	0.33	0.11	12.6	4.3	130	130	91	0	39	130	258	258	Pseudomonas_putida_KT2440	METHYL-ACCEPTING_CHEMOTAXIS_TRANSDUCER
3945	GL50803_7387	3r9mA1	3R9M	A	0.7616	1.94	0.078	1	-2.16	1.64938	0.46	0.15	7.5	4.3	64	64	45	2	17	64	376	376	Homo_sapiens	BRO1_domain-containing_protein_BROX
3946	GL50803_7390	1vhnA	1VHN	A	0.6228	1.48	0.192	0.6429	-2.63	0.27119	0.41	0.14	13.6	4	462	462	296	5	161	462	318	318	Thermotoga_maritima	putative_flavin_oxidoreductase
3947	GL50803_7394	3tj1A	3TJ1	A	0.7695	4.1	0.107	0.9246	-3.52	0.333143	0.33	0.11	16	3.2	464	464	278	0	186	464	649	649	Saccharomyces_cerevisiae_S288c	RNA_polymerase_I-specific_transcription_initiation_factor_RRN3
3948	GL50803_7396	3c18A	3C18	A	0.6912	3.15	0.09	0.9652	-2.84	0.830672	0.39	0.13	10.5	4.6	115	115	104	0	11	115	290	290	Exiguobacterium_sibiricum_255-15	Nucleotidyltransferase-like_protein
3949	GL50803_7397	2ch7A	2CH7	A	0.7905	2.68	0.094	0.9756	-2.47	1.20224	0.43	0.14	10.5	4.6	164	164	140	0	24	164	309	309	Thermotoga_maritima	METHYL-ACCEPTING_CHEMOTAXIS_PROTEIN
3950	GL50803_7411	4b2nA	4B2N	A	0.874	2.75	0.103	0.9464	-3.62	0.345913	0.32	0.11	17	2.8	597	597	241	0	356	597	662	662	Xanthomonas_sp._35Y	70_KDA_PROTEIN
3951	GL50803_7413	2c9eA1	2C9E	A	0.7357	3.21	0.11	0.9667	-2.43	1.13499	0.43	0.14	10.2	4.6	150	150	120	0	30	150	327	327	Amphidinium_carterae	PERIDININ-CHLOROPHYLL_A_PROTEIN
3952	GL50803_7416	4gekA	4GEK	A	0.732	2.21	0.143	0.8073	-2.03	0.615448	0.47	0.15	10.7	4.6	275	275	148	21	106	275	261	261	Escherichia_coli	tRNA_(cmo5U34)-methyltransferase
3953	GL50803_7421	1jwhD	1JWH	D	0.7657	1.85	0.313	0.8319	-0.64	0.844687	0.63	0.13	7.1	4.1	238	238	112	0	126	238	215	215	Homo_sapiens	Casein_kinase_II_beta_chain
3954	GL50803_7422	1b3uA	1B3U	A	0.7944	3.07	0.089	0.881	-3.95	0.357413	0.29	0.09	18.1	2.4	622	622	381	9	232	622	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
3955	GL50803_7439	1b3uA	1B3U	A	0.8608	1.88	0.255	0.8972	-0.31	1.05341	0.67	0.13	8.6	4.5	652	652	612	0	40	652	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
3956	GL50803_7444	2j69A	2J69	A	0.9367	1.82	0.091	0.9891	-2.14	0.944148	0.46	0.15	11.7	4.5	367	367	298	0	69	367	695	695	Nostoc_punctiforme	BACTERIAL_DYNAMIN-LIKE_PROTEIN
3957	GL50803_7474	4c2mC	4C2M	C	0.8439	1.14	0.216	0.865	-0.1	0.986367	0.7	0.12	6.6	4	326	326	130	14	182	326	335	335	Saccharomyces_cerevisiae	DNA-DIRECTED_RNA_POLYMERASES_I_AND_III_SUBUNIT_RPAC1
3958	GL50803_7480	2fflA	2FFL	A	0.5497	2.67	0	0.8478	-1.95	0.828864	0.48	0.15	6.3	3.9	46	46	28	3	15	46	756	756	Giardia_intestinalis	Dicer
3959	GL50803_7505	3gv2A	3GV2	A	0.8459	2.17	0.132	0.9692	-2.27	1.30191	0.45	0.14	10.4	4.6	195	195	28	0	167	195	342	342	Synechocystis_sp._pcc_6803|Human_immunodeficiency_virus_1	Fusion_protein_consisting_of_Capsid_protein_p24,_Linker_and_Carbon_dioxide-concentrating_mechanism_protein_ccmK_homolog_4
3960	GL50803_7511	2carA	2CAR	A	0.8847	0.92	0.446	0.9061	0.76	0.796728	0.82	0.09	3.9	2.7	213	213	112	4	97	213	196	196	Homo_sapiens	INOSINE_TRIPHOSPHATE_PYROPHOSPHATASE
3961	GL50803_7512	4bwzA2	4BWZ	A	0.8633	1.92	0.076	0.9545	-1.31	1.19213	0.55	0.15	8.2	4.5	198	198	183	3	12	198	394	394	Thermus_thermophilus	NA(+)/H(+)_ANTIPORTER
3962	GL50803_7513	1xscA	1XSC	A	0.7244	2.87	0.144	0.9262	-0.25	0.605706	0.68	0.12	5.3	3.4	149	149	95	19	35	149	153	153	Homo_sapiens	Bis(5'-nucleosyl)-tetraphosphatase
3963	GL50803_7514	4iw0A	4IW0	A	0.831	1.8	0.113	0.8586	-2.55	0.446211	0.42	0.14	14.4	3.7	679	679	494	17	168	679	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
3964	GL50803_7517	4b2nA	4B2N	A	0.9094	2.48	0.063	0.9654	-1.81	0.40277	0.5	0.15	12.1	4.4	607	607	324	30	253	607	662	662	Xanthomonas_sp._35Y	70_KDA_PROTEIN
3965	GL50803_7520	4l3iA	4L3I	A	0.6472	4.87	0.081	0.832	-2.78	0.634873	0.4	0.13	14.1	3.8	482	482	301	3	178	482	490	490	Homo_sapiens	Protein_regulator_of_cytokinesis_1
3966	GL50803_7521	2qnlA	2QNL	A	0.7198	2.86	0.15	0.913	-1.96	1.46619	0.48	0.15	9.2	4.6	161	161	123	1	37	161	162	162	Cytophaga_hutchinsonii_ATCC_33406	Uncharacterized_protein
3967	GL50803_7522	3l6aA	3L6A	A	0.776	1.97	0.121	0.8268	-1.43	0.973242	0.54	0.15	10.2	4.6	410	410	344	0	66	410	364	364	Homo_sapiens	Eukaryotic_translation_initiation_factor_4_gamma_2
3968	GL50803_7524	4bjmA	4BJM	A	0.8842	1.44	0.105	0.9362	-1.09	1.42715	0.58	0.14	8.1	4.4	235	235	172	1	62	235	238	238	Melampsora_lini	AVRM
3969	GL50803_7532	3a5cA	3A5C	A	0.838	1.31	0.482	0.855	0.15	1.05968	0.73	0.11	7.6	4.3	655	655	223	17	415	655	578	578	Thermus_thermophilus	V-type_ATP_synthase_alpha_chain
3970	GL50803_7534	3bwtA	3BWT	A	0.869	1.52	0.103	0.9064	-2.4	0.839333	0.43	0.14	12.2	4.4	342	342	223	0	119	342	333	333	Saccharomyces_cerevisiae	Protein_PUF4
3971	GL50803_7537	1ckjA	1CKJ	A	0.7224	0.99	0.656	0.7332	-2.5	0.163756	0.42	0.14	12.8	4.2	401	401	153	4	244	401	317	317	Rattus_norvegicus	RECOMBINANT_CASEIN_KINASE_I_DELTA
3972	GL50803_7538	2vf1A	2VF1	A	0.5485	3.82	0.055	0.8654	-3.05	0.936064	0.37	0.13	10.8	4.6	104	104	64	0	40	104	525	525	Rabbit_picobirnavirus	CAPSID_PROTEIN
3973	GL50803_7552	2kr0A	2KR0	A	0.8773	2.31	0.116	0.9521	-1.65	1.54505	0.51	0.15	10.2	4.6	334	334	139	0	195	334	411	411	Homo_sapiens	Proteasomal_ubiquitin_receptor_ADRM1
3974	GL50803_7555	2x1gF	2X1G	F	0.7933	4.4	0.094	0.921	-2.81	0.275071	0.39	0.13	15.8	3.2	886	886	271	6	609	886	971	971	Drosophila_melanogaster	CADMUS
3975	GL50803_7556	1nd6B	1ND6	B	0.8155	1.28	0.251	0.8375	0.05	1.40561	0.72	0.11	6.7	4	400	400	205	19	176	400	354	354	Homo_sapiens	prostatic_acid_phosphatase
3976	GL50803_7559	1b3uA	1B3U	A	0.9127	2.18	0.084	0.9637	-2.25	0.66468	0.45	0.14	13.2	4.1	579	579	390	3	186	579	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
3977	GL50803_7562	3lvqE2	3LVQ	E	0.8743	1.38	0.293	0.9345	1.21	1.5714	0.88	0.07	2.7	2	168	168	96	3	69	168	497	497	Homo_sapiens	Arf-GAP_with_SH3_domain,_ANK_repeat_and_PH_domain-containing_protein_3,_ADP-ribosylation_factor_6
3978	GL50803_7566	4mu6A	4MU6	A	0.8691	2.29	0.101	0.9466	-1.96	1.2837	0.48	0.15	10.6	4.6	281	281	160	0	121	281	367	367	Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1	Kinectin_1_(Kinesin_receptor)
3979	GL50803_7569	1f6bB	1F6B	B	0.902	1.13	0.506	0.9319	1.08	1.70924	0.86	0.07	3.1	2.2	191	191	111	3	77	191	198	198	Cricetulus_griseus	SAR1
3980	GL50803_7573	1qaxA	1QAX	A	0.5474	1.06	0.257	0.5539	-3.32	0.0960417	0.34	0.12	16.8	2.8	751	751	373	22	356	751	428	428	Pseudomonas_mevalonii	PROTEIN_(3-HYDROXY-3-METHYLGLUTARYL-COENZYME_A_REDUCTASE)
3981	GL50803_7577	2ynsA	2YNS	A	0.7167	3.7	0.101	0.8544	-3.79	0.4049	0.3	0.1	16.8	2.8	474	474	273	5	196	474	490	490	Oryza_sativa_Japonica_Group	IMPORTIN_SUBUNIT_ALPHA-1A
3982	GL50803_7579	2w5bA	2W5B	A	0.8684	1.16	0.246	0.8933	0.3	0.92205	0.75	0.1	5.6	3.5	300	300	151	6	143	300	279	279	Homo_sapiens	SERINE/THREONINE-PROTEIN_KINASE_NEK2
3983	GL50803_7588	1wao1	1WAO	1	0.7718	1.44	0.192	0.799	-0.19	1.14323	0.69	0.12	7.3	4.2	418	418	173	2	243	418	477	477	Homo_sapiens	SERINE/THREONINE_PROTEIN_PHOSPHATASE_5
3984	GL50803_7590	4jspB	4JSP	B	0.9447	1.44	0.118	0.9883	-1.87	1.43186	0.49	0.15	10.1	4.6	257	257	214	4	39	257	1174	1174	Homo_sapiens	Serine/threonine-protein_kinase_mTOR
3985	GL50803_7593	2qenA	2QEN	A	0.8173	2.23	0.106	0.901	-2.67	1.02646	0.41	0.14	12.6	4.3	303	303	162	21	120	303	350	350	Pyrococcus_abyssi	WALKER-TYPE_ATPASE
3986	GL50803_7597	1b3uA	1B3U	A	0.7351	4.55	0.092	0.9176	-3.98	0.581845	0.29	0.09	17.6	2.6	510	510	359	0	151	510	588	588	Homo_sapiens	PROTEIN_(PROTEIN_PHOSPHATASE_PP2A)
3987	GL50803_7598	4nt1A	4NT1	A	0.8683	1.36	0.162	0.9179	-0.19	1.19218	0.69	0.12	5.7	3.6	195	195	175	0	20	195	207	207	Arabidopsis_thaliana	accelerated-cell-death_11
3988	GL50803_7599	4kvmA	4KVM	A	0.9269	2.47	0.09	0.9797	-2.99	0.253014	0.38	0.13	15.4	3.4	641	641	556	0	85	641	734	734	Schizosaccharomyces_pombe_972h-	N-terminal_acetyltransferase_A_complex_subunit_nat1
3989	GL50803_7600	4c0oA	4C0O	A	0.7661	2.07	0.122	0.8034	-3.17	0.244508	0.36	0.12	15.4	3.4	529	529	360	0	169	529	923	923	Homo_sapiens	TRANSPORTIN-3
3990	GL50803_7604	3tg9A	3TG9	A	0.6544	1.98	0.021	1	-1.33	1.01438	0.55	0.15	5.1	3.3	48	48	21	0	27	48	356	356	Bacillus_halodurans_C-125	Penicillin-binding_protein
3991	GL50803_7608	3j0aA	3J0A	A	0.5956	3.41	0.13	0.6438	-2.69	0.0807465	0.4	0.14	16.4	3	1210	1210	307	16	887	1210	844	844	Homo_sapiens	Toll-like_receptor_5
3992	GL50803_761	3p8cA	3P8C	A	0.6771	3.48	0.077	0.9592	-3.65	0.613925	0.32	0.1	13.2	4.1	147	147	118	0	29	147	1253	1253	Homo_sapiens	Cytoplasmic_FMR1-interacting_protein_1
3993	GL50803_7611	2q0oD	2Q0O	D	0.8674	1.57	0.143	1	-0.97	1.79204	0.59	0.14	5.2	3.3	70	70	63	0	7	70	107	107	Sinorhizobium_fredii_NGR234	Probable_transcriptional_repressor_traM
3994	GL50803_7615	1i7dA	1I7D	A	0.654	1.67	0.163	0.6708	-2.23	0.072	0.45	0.15	14.3	3.8	896	896	334	43	519	896	659	659	Escherichia_coli	DNA_TOPOISOMERASE_III
3995	GL50803_7620	3mk4A	3MK4	A	0.513	4.76	0.068	0.8667	-3.43	0.481871	0.34	0.11	12.7	4.3	150	150	109	4	37	150	334	334	Homo_sapiens	Peroxisomal_biogenesis_factor_3
3996	GL50803_7629	3eb0A	3EB0	A	0.7385	1.66	0.172	0.8406	-0.36	1.01427	0.67	0.13	3.9	2.7	69	69	36	0	33	69	383	383	Cryptosporidium_parvum_Iowa_II	Putative_uncharacterized_protein
3997	GL50803_7632	4jzaA	4JZA	A	0.7416	2.03	0.164	0.8343	-2.07	0.957505	0.47	0.15	9.7	4.6	175	175	90	0	85	175	825	825	Legionella_longbeachae_NSW150	Uncharacterized_protein
3998	GL50803_7634	2gruA	2GRU	A	0.4953	4.86	0.053	0.8478	-4.23	0.267013	0.27	0.08	14.6	3.7	138	138	64	1	73	138	368	368	Bacillus_circulans	2-deoxy-scyllo-inosose_synthase
3999	GL50803_7635	1ddbA	1DDB	A	0.7369	2.49	0.08	0.8491	-4.51	0.629933	0.25	0.07	16.6	2.9	212	212	110	0	102	212	195	195	Mus_musculus	PROTEIN_(BID)
4000	GL50803_7639	3ceqB	3CEQ	B	0.9096	1.08	0.138	0.9338	0.88	0.874222	0.83	0.08	4.3	2.9	287	287	256	0	31	287	283	283	Homo_sapiens	Kinesin_light_chain_2
4001	GL50803_7648	4bujB	4BUJ	B	0.8012	5.56	0.074	0.9502	-1.33	0.421758	0.55	0.15	12.9	4.2	1305	1305	896	64	345	1305	1436	1436	Saccharomyces_cerevisiae	SUPERKILLER_PROTEIN_3
4002	GL50803_7649	1x9nA	1X9N	A	0.7587	1.31	0.29	0.7716	-2.14	0.167021	0.46	0.15	13.8	3.9	810	810	424	15	371	810	688	688	Homo_sapiens	DNA_ligase_I
4003	GL50803_7651	3ea5B	3EA5	B	0.8616	3	0.101	0.9354	-3.41	0.64123	0.34	0.11	17.3	2.7	805	805	366	4	435	805	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
4004	GL50803_7652	3a11A	3A11	A	0.7826	1.43	0.171	0.8094	-1.49	0.651963	0.53	0.15	10.2	4.6	383	383	261	0	122	383	338	338	Thermococcus_kodakarensis	Translation_initiation_factor_eIF-2B,_delta_subunit
4005	GL50803_7653	4iw0A	4IW0	A	0.8954	2.1	0.101	0.9401	-1.61	0.686003	0.52	0.15	11.7	4.5	634	634	445	18	171	634	658	658	Homo_sapiens	Serine/threonine-protein_kinase_TBK1
4006	GL50803_7662	3bk7A	3BK7	A	0.8417	2.14	0.439	0.8783	-0.12	1.0193	0.7	0.12	8.3	4.5	674	674	356	26	292	674	607	607	Pyrococcus_abyssi	ABC_transporter_ATP-binding_protein
4007	GL50803_7663	2npiA	2NPI	A	0.7648	1.96	0.155	0.8012	-1.5	0.524648	0.53	0.15	10.9	4.6	513	513	290	24	199	513	460	460	Saccharomyces_cerevisiae	Protein_CLP1
4008	GL50803_7664	4j7oA	4J7O	A	0.8324	2.94	0.096	0.9342	-2.68	0.721515	0.41	0.14	12.7	4.3	319	319	156	0	163	319	367	367	Rickettsia_conorii	Putative_surface_cell_antigen_sca2
4009	GL50803_7677	3gs3A	3GS3	A	0.8358	1.76	0.137	0.9008	-2.19	1.34296	0.46	0.15	10.9	4.6	252	252	183	2	67	252	257	257	Drosophila_melanogaster	Symplekin
4010	GL50803_7685	1g59A	1G59	A	0.807	2.26	0.143	0.9058	-2.56	0.893814	0.42	0.14	11.5	4.5	223	223	198	0	25	223	468	468	GLUTAMYL-TRNA_SYNTHETASE	Thermus
4011	GL50803_7696	4k1pA	4K1P	A	0.874	2.21	0.083	1	-1.57	1.39309	0.52	0.15	9	4.6	216	216	203	0	13	216	360	360	Bacillus_cereus	NheA
4012	GL50803_7706	4c0oA	4C0O	A	0.8661	3.48	0.08	0.9652	-3.75	0.318936	0.31	0.1	18.1	2.4	748	748	443	2	303	748	923	923	Homo_sapiens	TRANSPORTIN-3
4013	GL50803_7717	3h7hA	3H7H	A	0.7949	1.41	0.273	0.8889	0.78	1.13121	0.82	0.08	2.5	1.9	99	99	42	6	51	99	120	120	Homo_sapiens	Transcription_elongation_factor_SPT4
4014	GL50803_7718	3s8iA	3S8I	A	0.4814	1.23	0.306	0.5	-3.65	0.321036	0.32	0.1	14.6	3.7	242	242	129	3	110	242	148	148	Homo_sapiens	Protein_DDI1_homolog_1
4015	GL50803_7719	4bjmA	4BJM	A	0.8144	2.53	0.143	0.9333	-2.06	1.68145	0.47	0.15	10.3	4.6	225	225	169	1	55	225	238	238	Melampsora_lini	AVRM
4016	GL50803_7721	1u6gC	1U6G	C	0.8195	4.07	0.126	0.9173	-3.24	0.230165	0.35	0.12	17.7	2.5	1101	1101	331	29	741	1101	1230	1230	Homo_sapiens	TIP120_protein
4017	GL50803_7723	3chnS	3CHN	S	0.7425	3.07	0.057	0.8148	-2.95	0.218211	0.38	0.13	15.6	3.3	702	702	128	1	573	702	585	585	Homo_sapiens	Secretory_component
4018	GL50803_7739	4k2jA	4K2J	A	0.7274	2.23	0.13	0.8452	-3.86	0.31264	0.3	0.1	13.9	3.9	155	155	39	3	113	155	140	140	Human_herpesvirus_8	KSHV_(HHV-8)_latency-associated_nuclear_antigen_(LANA)
4019	GL50803_7751	3gjxA	3GJX	A	0.8429	3.2	0.117	0.9046	-2.98	0.0992774	0.38	0.13	16.9	2.8	1069	1069	300	6	763	1069	1073	1073	Mus_musculus	Exportin-1
4020	GL50803_7760	1wz0A	1WZ0	A	0.8728	1.71	0.337	0.9902	0.9	1.11124	0.84	0.08	2.3	1.8	102	102	28	0	74	102	104	104	Homo_sapiens	Ubiquitin-like_protein_SMT3B
4021	GL50803_7765	4o5jA1	4O5J	A	0.8195	2.04	0.108	0.8728	-3.41	0.747192	0.34	0.11	14.8	3.6	338	338	226	4	108	338	461	461	Helicobacter_pylori_26695	Uncharacterized_protein
4022	GL50803_7778	4bjmA	4BJM	A	0.7188	1.84	0.093	0.764	-3.99	0.655756	0.29	0.09	15.8	3.2	267	267	173	0	94	267	238	238	Melampsora_lini	AVRM
4023	GL50803_7789	1hurA	1HUR	A	0.8543	1.79	0.687	0.9372	0.79	1.59974	0.82	0.08	3.7	2.5	191	191	124	1	66	191	180	180	Homo_sapiens	HUMAN_ADP-RIBOSYLATION_FACTOR_1
4024	GL50803_7790	2j3wF	2J3W	F	0.786	2.92	0.181	0.9739	-0.92	2.39167	0.6	0.14	6.7	4	153	153	118	1	34	153	188	188	Danio_rerio	ZGC_92866
4025	GL50803_7791	2cse1	2CSE	1	0.8817	1.62	0.132	0.896	-1.63	0.482187	0.52	0.15	13.7	4	1346	1346	234	67	1045	1346	1267	1267	Mammalian_orthoreovirus_1_Lang	Minor_core_protein_lambda_3
4026	GL50803_7792	2omzA	2OMZ	A	0.798	3.01	0.186	0.9474	-1.02	0.960966	0.59	0.14	7.8	4.4	228	228	142	0	86	228	466	466	Listeria_monocytogenes_EGD-e	Internalin-A
4027	GL50803_7796	4evfA	4EVF	A	0.9798	0.93	0.769	0.9932	1.64	0	0.94	0.05	2.9	2.1	296	296	255	0	41	296	295	295	Giardia_intestinalis	Giardin_subunit_alpha-1
4028	GL50803_7797	4evfA	4EVF	A	0.9329	1.44	0.445	0.9669	1.14	0	0.87	0.07	3.9	2.6	302	302	260	0	42	302	295	295	Giardia_intestinalis	Giardin_subunit_alpha-1
4029	GL50803_7799	4evfA	4EVF	A	0.9767	0.75	0.348	0.9899	1.6	0	0.94	0.05	3	2.1	296	296	252	0	44	296	295	295	Giardia_intestinalis	Giardin_subunit_alpha-1
4030	GL50803_7800	4i5tA	4I5T	A	0.8407	1.41	0.185	0.8734	-0.34	1.51649	0.67	0.13	7	4.1	316	316	174	15	127	316	333	333	Saccharomyces_cerevisiae_S288c	5',5'''-P-1,P-4-tetraphosphate_phosphorylase_2
4031	GL50803_7807	2ymuA	2YMU	A	0.9082	1.56	0.197	0.9373	0.26	1.05881	0.75	0.11	7	4.1	558	558	198	24	336	558	577	577	Nostoc_punctiforme	WD-40_REPEAT_PROTEIN
4032	GL50803_7825	3on2A	3ON2	A	0.739	2.91	0.137	0.8744	-3	0.795814	0.37	0.13	12.3	4.4	199	199	160	2	37	199	199	199	Rhodococcus_jostii_RHA1	Probable_transcriptional_regulator
4033	GL50803_7829	4kvmA	4KVM	A	0.8509	4.03	0.083	0.9768	-2.42	0.429167	0.43	0.14	13.9	3.9	647	647	641	0	6	647	734	734	Schizosaccharomyces_pombe	N-terminal_acetyltransferase_A_complex_subunit_nat1
4034	GL50803_7831	4c0oA2	4C0O	A	0.7823	3.32	0.08	0.9025	-4.19	0.500935	0.27	0.08	17.8	2.5	441	441	270	5	166	441	923	923	Homo_sapiens	TRANSPORTIN-3
4035	GL50803_7843	4k1pA	4K1P	A	0.8805	2.03	0.122	0.9747	-1.24	1.6256	0.56	0.15	8	4.4	198	198	184	0	14	198	360	360	Bacillus_cereus	NheA
4036	GL50803_7850	2wtzB	2WTZ	B	0.4848	4.9	0.032	0.8095	-3	0.315303	0.38	0.13	11.9	4.4	168	168	64	5	99	168	535	535	Mycobacterium_tuberculosis	UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMATE--2,6-DIAMINOPIMELATE_LIGASE
4037	GL50803_7851	3g9gA	3G9G	A	0.8521	2.33	0.132	0.9577	-2.29	0.914033	0.44	0.14	10.7	4.6	213	213	194	1	18	213	287	287	Saccharomyces_cerevisiae	Suppressor_of_yeast_profilin_deletion
4038	GL50803_7860	3uj6A	3UJ6	A	0.7631	1.56	0.075	1	-0.71	1.1067	0.62	0.14	3.5	2.4	40	40	22	0	18	40	266	266	Plasmodium_falciparum	Phosphoethanolamine_N-methyltransferase
4039	GL50803_7865	2himD	2HIM	D	0.8109	1	0.421	0.825	-0.46	1.1365	0.65	0.13	7.8	4.4	400	400	163	15	222	400	358	358	Escherichia_coli	L-asparaginase_1
4040	GL50803_7871	2lxfA	2LXF	A	0.8626	1.77	1	1	1.21	0.976045	0.88	0.07	1.7	1.5	100	100	41	6	53	100	121	121	Giardia_lamblia_ATCC_50803	Uncharacterized_protein
4041	GL50803_7873	4ikvA	4IKV	A	0.8409	2.41	0.074	0.9643	-2.39	1.06637	0.43	0.14	11.1	4.6	224	224	189	0	35	224	507	507	Geobacillus_kaustophilus	Di-tripeptide_ABC_transporter_(Permease)
4042	GL50803_7874	1gojA	1GOJ	A	0.4433	0.84	0.401	0.4466	-2.62	0.0396989	0.41	0.14	14.9	3.5	777	777	565	15	197	777	355	355	Neurospora_crassa	KINESIN_HEAVY_CHAIN
4043	GL50803_7875	3ea5B	3EA5	B	0.7837	2.99	0.136	0.958	-2.87	0.560892	0.39	0.13	12.4	4.3	238	238	137	0	101	238	861	861	Saccharomyces_cerevisiae	Importin_subunit_beta-1
4044	GL50803_7876	3o0rB	3O0R	B	0.6648	3.57	0.066	0.9836	-2.95	1.05027	0.38	0.13	10.9	4.6	122	122	66	0	56	122	465	465	Pseudomonas_aeruginosa_PAO1	Nitric_oxide_reductase_subunit_B
4045	GL50803_7877	4c0oA	4C0O	A	0.7694	2.93	0.094	0.8413	-3.23	0.553628	0.35	0.12	15.6	3.3	542	542	330	1	211	542	923	923	Homo_sapiens	TRANSPORTIN-3
4046	GL50803_7878	2xzmK	2XZM	K	0.9157	1.24	0.571	0.9586	0.97	0.657218	0.85	0.08	2.8	2	145	145	80	4	61	145	151	151	Tetrahymena_thermophila	RPS14E|40S_RIBOSOMAL_PROTEIN_S12
4047	GL50803_7887	1n4mA	1N4M	A	0.6146	2.9	0.086	0.9186	-2.82	0.854882	0.39	0.13	9.8	4.6	86	86	54	0	32	86	345	345	Homo_sapiens	Retinoblastoma_Pocket
4048	GL50803_7890	3gawA	3GAW	A	0.5185	7.72	0.054	0.6876	-2.55	0.37486	0.42	0.14	16.3	3	1367	1367	342	74	951	1367	1213	1213	Homo_sapiens	Complement_factor_H
4049	GL50803_7891	3ce2A	3CE2	A	0.9342	1.36	0.085	0.9554	-2.53	0.676834	0.42	0.14	14	3.9	606	606	367	0	239	606	618	618	Chlamydophila_abortus_S26/3	Putative_peptidase
4050	GL50803_7893	4jw1A2	4JW1	A	0.6608	3.09	0.115	0.7736	-3.73	0.672565	0.31	0.1	14.4	3.7	212	212	100	5	107	212	626	626	Legionella_pneumophila	Effector_protein_B
4051	GL50803_7896	4b4tU	4B4T	U	0.7054	1.19	0.207	0.7273	-2.47	0.349056	0.43	0.14	11.9	4.4	286	286	158	13	115	286	338	338	Saccharomyces_cerevisiae	26S_PROTEASOME_REGULATORY_SUBUNIT_RPN8
4052	GL50803_7906	3gjxA	3GJX	A	0.9008	2.1	0.12	0.9345	-2.38	0.337722	0.44	0.14	15	3.5	993	993	330	7	656	993	1073	1073	Mus_musculus	Exportin-1
4053	GL50803_7909	3dh4A	3DH4	A	0.8357	1.95	0.107	0.8743	-3.3	0.291794	0.35	0.12	15.9	3.2	557	557	375	0	182	557	530	530	Vibrio_parahaemolyticus	Sodium/glucose_cotransporter
